pc_sector,treatment_function,total_new_adms,total_followup_adms
TR19 6,120_ent,19,1
PL18 9,130_ophthalmology,20,26
PL22 0,130_ophthalmology,30,5
PL27 7,120_ent,22,4
PL29 3,120_ent,30,11
PL33 9,120_ent,29,28
TR17 0,110_trauma_and_orthopaedic_service,18,6
TR23 0,110_trauma_and_orthopaedic_service,5,22
PL33 9,110_trauma_and_orthopaedic_service,26,18
TR13 8,110_trauma_and_orthopaedic_service,25,16
PL32 9,130_ophthalmology,18,22
TR1 2,130_ophthalmology,3,3
PL34 0,110_trauma_and_orthopaedic_service,0,11
TR11 5,110_trauma_and_orthopaedic_service,4,25
PL26 6,130_ophthalmology,8,16
PL28 8,130_ophthalmology,18,24
TR12 7,120_ent,25,4
TR19 7,120_ent,26,29
TR25 0,120_ent,14,17
TR25 0,110_trauma_and_orthopaedic_service,22,18
TR26 1,110_trauma_and_orthopaedic_service,25,16
TR14 8,110_trauma_and_orthopaedic_service,12,30
TR14 9,110_trauma_and_orthopaedic_service,15,9
TR3 7,120_ent,18,24
TR8 4,120_ent,20,21
PL15 7,130_ophthalmology,7,25
TR6 0,110_trauma_and_orthopaedic_service,10,10
EX23 8,120_ent,28,0
TR13 9,130_ophthalmology,25,20
TR15 1,130_ophthalmology,16,20
EX23 9,120_ent,8,28
PL14 3,120_ent,24,6
PL14 4,120_ent,2,3
PL15 9,130_ophthalmology,19,16
PL17 7,130_ophthalmology,21,22
TR16 4,130_ophthalmology,16,13
TR18 5,130_ophthalmology,7,6
PL14 6,120_ent,14,21
PL31 2,120_ent,20,6
TR1 2,120_ent,13,4
TR1 1,130_ophthalmology,18,3
TR11 5,130_ophthalmology,24,12
PL17 8,120_ent,15,19
PL25 5,120_ent,26,26
TR11 2,120_ent,28,21
TR16 6,110_trauma_and_orthopaedic_service,24,0
TR18 2,110_trauma_and_orthopaedic_service,23,1
PL26 7,130_ophthalmology,2,16
TR15 3,130_ophthalmology,3,22
TR13 9,120_ent,27,20
TR15 1,120_ent,23,26
TR16 4,120_ent,12,11
TR16 5,130_ophthalmology,24,24
TR18 2,130_ophthalmology,28,1
TR11 3,120_ent,17,13
TR12 6,120_ent,3,14
TR14 0,120_ent,12,19
TR16 6,130_ophthalmology,14,14
TR21 0,130_ophthalmology,9,17
TR18 3,110_trauma_and_orthopaedic_service,30,11
TR18 4,110_trauma_and_orthopaedic_service,14,10
PL14 3,143_orthodontics,8,19
PL14 4,143_orthodontics,2,23
TR18 5,120_ent,27,12
TR26 2,120_ent,5,5
TR7 1,120_ent,11,2
TR18 3,130_ophthalmology,0,5
TR18 4,130_ophthalmology,25,15
TR26 2,110_trauma_and_orthopaedic_service,6,14
TR27 5,110_trauma_and_orthopaedic_service,5,13
TR14 7,120_ent,8,22
TR27 4,120_ent,9,22
TR3 6,120_ent,16,20
PL14 6,143_orthodontics,18,18
PL23 1,143_orthodontics,26,27
TR20 8,130_ophthalmology,24,4
TR20 9,130_ophthalmology,21,1
PL25 3,143_orthodontics,6,4
PL27 6,143_orthodontics,14,29
TR7 2,110_trauma_and_orthopaedic_service,18,20
PL11 2,120_ent,13,20
TR8 5,120_ent,4,4
PL13 1,130_ophthalmology,16,22
PL13 2,130_ophthalmology,25,4
TR19 6,130_ophthalmology,30,0
TR24 0,130_ophthalmology,8,19
TR15 1,143_orthodontics,8,23
TR15 3,143_orthodontics,8,13
TR4 8,120_ent,27,6
TR5 0,120_ent,28,15
EX23 8,130_ophthalmology,0,12
PL12 6,120_ent,6,26
PL15 7,120_ent,15,19
PL15 9,120_ent,0,9
TR16 6,143_orthodontics,12,2
TR20 8,143_orthodontics,2,22
TR26 3,130_ophthalmology,30,10
TR27 5,130_ophthalmology,25,18
TR8 5,130_ophthalmology,22,19
EX23 0,143_orthodontics,8,14
PL15 7,143_orthodontics,18,17
PL15 8,143_orthodontics,29,22
PL17 7,120_ent,11,26
PL23 1,120_ent,11,9
PL25 3,120_ent,4,25
TR21 0,143_orthodontics,18,2
TR26 3,143_orthodontics,22,8
TR4 9,143_orthodontics,2,18
TR8 5,143_orthodontics,12,4
TR27 4,130_ophthalmology,23,16
TR9 6,130_ophthalmology,6,13
EX23 9,130_ophthalmology,28,4
PL11 2,130_ophthalmology,24,1
PL25 5,130_ophthalmology,17,4
PL30 3,130_ophthalmology,15,25
PL14 3,145_oral_and_maxillofacial_surgery_service,29,1
PL14 4,145_oral_and_maxillofacial_surgery_service,25,6
PL14 6,145_oral_and_maxillofacial_surgery_service,25,0
PL23 1,145_oral_and_maxillofacial_surgery_service,26,29
PL27 6,120_ent,0,13
PL30 3,120_ent,18,26
TR16 6,120_ent,21,8
PL35 0,130_ophthalmology,16,24
TR1 3,130_ophthalmology,14,29
TR10 8,130_ophthalmology,3,12
TR10 9,130_ophthalmology,11,28
PL15 9,143_orthodontics,18,30
PL17 7,143_orthodontics,25,30
PL25 3,145_oral_and_maxillofacial_surgery_service,26,14
PL27 6,145_oral_and_maxillofacial_surgery_service,13,20
TR13 8,130_ophthalmology,8,14
TR14 8,130_ophthalmology,8,21
PL22 0,143_orthodontics,8,12
PL25 4,143_orthodontics,2,21
PL31 2,145_oral_and_maxillofacial_surgery_service,18,2
PL35 0,145_oral_and_maxillofacial_surgery_service,6,4
PL26 6,143_orthodontics,1,5
TR1 1,143_orthodontics,17,22
TR17 0,120_ent,2,4
TR18 3,120_ent,22,18
TR22 0,120_ent,17,18
PL12 6,130_ophthalmology,18,11
PL14 5,130_ophthalmology,17,16
PL27 7,143_orthodontics,14,19
PL31 2,143_orthodontics,28,11
TR1 2,145_oral_and_maxillofacial_surgery_service,18,7
TR11 4,145_oral_and_maxillofacial_surgery_service,23,19
TR14 9,130_ophthalmology,30,11
TR15 2,130_ophthalmology,10,9
PL34 0,143_orthodontics,23,14
TR1 2,143_orthodontics,4,24
TR13 9,143_orthodontics,23,13
TR18 5,143_orthodontics,14,22
TR2 5,143_orthodontics,25,12
TR23 0,143_orthodontics,29,25
TR11 5,143_orthodontics,5,9
TR13 0,143_orthodontics,6,18
TR26 2,143_orthodontics,7,10
TR27 5,143_orthodontics,6,25
TR7 1,143_orthodontics,15,21
EX22 7,145_oral_and_maxillofacial_surgery_service,9,2
TR18 2,145_oral_and_maxillofacial_surgery_service,30,23
TR18 3,145_oral_and_maxillofacial_surgery_service,11,12
TR27 5,120_ent,25,4
TR4 9,120_ent,16,7
TR7 2,120_ent,2,26
PL30 4,130_ophthalmology,9,20
PL31 1,130_ophthalmology,18,8
TR18 4,145_oral_and_maxillofacial_surgery_service,27,10
TR2 4,145_oral_and_maxillofacial_surgery_service,19,13
TR2 5,130_ophthalmology,25,17
TR27 6,130_ophthalmology,28,22
TR17 0,130_ophthalmology,22,7
TR7 1,130_ophthalmology,17,2
TR16 5,143_orthodontics,30,8
TR24 0,143_orthodontics,6,24
TR20 8,145_oral_and_maxillofacial_surgery_service,4,14
TR21 0,145_oral_and_maxillofacial_surgery_service,22,3
TR7 3,143_orthodontics,18,10
TR9 6,143_orthodontics,0,6
PL13 1,145_oral_and_maxillofacial_surgery_service,11,28
PL27 7,145_oral_and_maxillofacial_surgery_service,9,30
PL24 2,130_ophthalmology,25,5
PL30 5,130_ophthalmology,6,3
PL13 1,143_orthodontics,14,16
PL13 2,143_orthodontics,20,12
TR4 8,130_ophthalmology,17,28
PL11 2,143_orthodontics,20,1
TR12 7,130_ophthalmology,16,3
TR14 0,130_ophthalmology,9,10
PL26 7,143_orthodontics,21,14
PL30 3,143_orthodontics,14,10
PL31 1,143_orthodontics,9,14
TR10 8,143_orthodontics,7,13
TR26 3,145_oral_and_maxillofacial_surgery_service,23,5
PL17 7,170_cardiothoracic_surgery,27,9
PL14 5,143_orthodontics,21,20
PL24 2,143_orthodontics,0,3
TR16 6,145_oral_and_maxillofacial_surgery_service,2,27
TR17 0,145_oral_and_maxillofacial_surgery_service,23,19
PL26 7,170_cardiothoracic_surgery,13,23
TR1 2,170_cardiothoracic_surgery,1,24
PL15 7,145_oral_and_maxillofacial_surgery_service,11,3
PL15 8,145_oral_and_maxillofacial_surgery_service,10,15
TR26 2,145_oral_and_maxillofacial_surgery_service,14,26
TR27 5,145_oral_and_maxillofacial_surgery_service,22,5
TR11 5,170_cardiothoracic_surgery,7,12
TR15 3,170_cardiothoracic_surgery,16,11
TR14 7,130_ophthalmology,8,12
TR26 1,130_ophthalmology,19,0
TR4 9,145_oral_and_maxillofacial_surgery_service,6,25
TR7 2,145_oral_and_maxillofacial_surgery_service,17,15
PL15 9,145_oral_and_maxillofacial_surgery_service,28,20
PL17 7,145_oral_and_maxillofacial_surgery_service,10,1
PL28 8,143_orthodontics,21,12
PL30 4,143_orthodontics,10,20
EX23 0,170_cardiothoracic_surgery,16,12
PL22 0,170_cardiothoracic_surgery,5,22
TR16 6,170_cardiothoracic_surgery,18,24
TR21 0,170_cardiothoracic_surgery,30,19
TR10 9,143_orthodontics,10,7
TR17 0,143_orthodontics,14,7
TR3 6,130_ophthalmology,24,24
TR5 0,130_ophthalmology,21,16
PL22 0,145_oral_and_maxillofacial_surgery_service,25,2
PL25 4,145_oral_and_maxillofacial_surgery_service,3,21
PL22 0,171_paediatric_surgery,22,8
PL26 6,171_paediatric_surgery,16,8
TR11 4,143_orthodontics,22,24
TR18 2,143_orthodontics,17,18
PL26 6,170_cardiothoracic_surgery,5,26
PL28 8,170_cardiothoracic_surgery,30,4
TR22 0,143_orthodontics,27,5
TR7 2,143_orthodontics,8,7
TR18 3,143_orthodontics,18,4
TR18 4,143_orthodontics,18,25
TR1 1,170_cardiothoracic_surgery,20,25
TR12 7,170_cardiothoracic_surgery,2,17
PL26 6,145_oral_and_maxillofacial_surgery_service,5,19
PL30 3,145_oral_and_maxillofacial_surgery_service,24,20
TR6 0,130_ophthalmology,0,27
TR7 3,130_ophthalmology,6,7
PL27 6,171_paediatric_surgery,4,21
PL30 5,171_paediatric_surgery,30,27
PL31 1,145_oral_and_maxillofacial_surgery_service,26,8
TR11 2,145_oral_and_maxillofacial_surgery_service,15,6
PL12 4,143_orthodontics,23,25
PL29 3,143_orthodontics,2,4
PL32 9,171_paediatric_surgery,5,15
TR11 2,171_paediatric_surgery,16,15
TR14 7,145_oral_and_maxillofacial_surgery_service,11,11
TR19 6,145_oral_and_maxillofacial_surgery_service,7,22
TR2 4,143_orthodontics,7,16
PL11 2,145_oral_and_maxillofacial_surgery_service,18,10
TR14 7,171_paediatric_surgery,2,11
TR19 6,171_paediatric_surgery,20,25
TR3 6,145_oral_and_maxillofacial_surgery_service,15,20
PL14 4,170_cardiothoracic_surgery,10,12
PL12 5,145_oral_and_maxillofacial_surgery_service,12,13
PL14 5,145_oral_and_maxillofacial_surgery_service,4,17
TR20 9,171_paediatric_surgery,14,20
TR27 5,171_paediatric_surgery,17,0
PL14 6,170_cardiothoracic_surgery,23,6
PL27 7,170_cardiothoracic_surgery,13,6
PL24 2,145_oral_and_maxillofacial_surgery_service,10,22
PL28 8,145_oral_and_maxillofacial_surgery_service,6,13
TR3 6,171_paediatric_surgery,16,30
TR5 0,171_paediatric_surgery,6,11
PL29 3,170_cardiothoracic_surgery,15,5
PL30 5,170_cardiothoracic_surgery,30,30
TR12 7,145_oral_and_maxillofacial_surgery_service,20,26
TR19 7,145_oral_and_maxillofacial_surgery_service,15,22
TR1 3,180_accident_and_emergency,1,20
TR11 5,180_accident_and_emergency,12,27
PL32 9,170_cardiothoracic_surgery,9,5
PL34 0,170_cardiothoracic_surgery,0,12
PL33 9,143_orthodontics,29,0
TR12 7,143_orthodontics,20,12
TR16 5,170_cardiothoracic_surgery,3,29
TR18 2,170_cardiothoracic_surgery,30,28
TR15 1,170_cardiothoracic_surgery,2,12
TR18 5,170_cardiothoracic_surgery,17,19
TR6 0,180_accident_and_emergency,6,5
TR9 6,180_accident_and_emergency,30,1
TR18 4,170_cardiothoracic_surgery,28,13
TR19 6,170_cardiothoracic_surgery,14,26
TR20 8,170_cardiothoracic_surgery,25,5
TR20 9,170_cardiothoracic_surgery,27,11
TR14 0,143_orthodontics,26,3
TR14 7,143_orthodontics,26,13
TR27 4,170_cardiothoracic_surgery,4,21
TR3 6,170_cardiothoracic_surgery,24,8
TR3 7,145_oral_and_maxillofacial_surgery_service,22,5
TR8 4,145_oral_and_maxillofacial_surgery_service,0,28
TR19 6,143_orthodontics,26,8
TR3 6,143_orthodontics,22,11
TR7 3,170_cardiothoracic_surgery,13,3
TR9 6,170_cardiothoracic_surgery,28,19
EX22 6,190_anaesthetics,13,14
PL12 6,190_anaesthetics,17,12
EX23 0,145_oral_and_maxillofacial_surgery_service,12,16
PL12 6,145_oral_and_maxillofacial_surgery_service,9,18
TR26 3,170_cardiothoracic_surgery,21,16
TR27 5,170_cardiothoracic_surgery,23,2
EX23 8,145_oral_and_maxillofacial_surgery_service,6,28
EX23 9,145_oral_and_maxillofacial_surgery_service,28,22
EX23 0,171_paediatric_surgery,4,1
TR11 5,171_paediatric_surgery,18,3
PL13 1,190_anaesthetics,5,28
PL13 2,190_anaesthetics,5,10
TR8 5,170_cardiothoracic_surgery,13,22
EX23 8,171_paediatric_surgery,20,11
TR16 6,171_paediatric_surgery,6,3
TR18 2,171_paediatric_surgery,12,10
PL13 2,145_oral_and_maxillofacial_surgery_service,12,4
PL26 7,145_oral_and_maxillofacial_surgery_service,0,11
PL15 9,171_paediatric_surgery,6,22
PL25 4,171_paediatric_surgery,2,12
TR18 3,171_paediatric_surgery,18,8
TR18 4,171_paediatric_surgery,18,11
PL30 5,145_oral_and_maxillofacial_surgery_service,6,30
PL32 9,145_oral_and_maxillofacial_surgery_service,7,17
PL26 8,171_paediatric_surgery,9,11
TR1 2,171_paediatric_surgery,29,3
PL13 1,170_cardiothoracic_surgery,18,22
PL25 5,170_cardiothoracic_surgery,27,23
PL34 0,145_oral_and_maxillofacial_surgery_service,10,3
TR1 3,145_oral_and_maxillofacial_surgery_service,4,8
TR13 9,171_paediatric_surgery,15,26
TR14 0,171_paediatric_surgery,17,2
TR7 2,171_paediatric_surgery,3,19
PL25 5,180_accident_and_emergency,14,22
TR11 5,145_oral_and_maxillofacial_surgery_service,26,12
TR13 0,145_oral_and_maxillofacial_surgery_service,12,23
PL11 3,145_oral_and_maxillofacial_surgery_service,19,6
PL29 3,145_oral_and_maxillofacial_surgery_service,2,25
TR10 8,180_accident_and_emergency,25,16
TR15 1,180_accident_and_emergency,4,30
TR16 5,145_oral_and_maxillofacial_surgery_service,2,2
TR6 0,145_oral_and_maxillofacial_surgery_service,6,3
PL30 4,145_oral_and_maxillofacial_surgery_service,12,25
TR11 3,145_oral_and_maxillofacial_surgery_service,29,25
TR15 3,180_accident_and_emergency,29,4
TR20 9,180_accident_and_emergency,23,27
TR7 3,145_oral_and_maxillofacial_surgery_service,13,21
TR9 6,145_oral_and_maxillofacial_surgery_service,18,11
PL23 1,190_anaesthetics,25,3
PL25 3,190_anaesthetics,13,21
PL27 6,190_anaesthetics,18,17
PL30 5,190_anaesthetics,28,21
PL32 9,190_anaesthetics,14,3
PL34 0,190_anaesthetics,3,30
TR16 4,171_paediatric_surgery,1,27
TR20 8,171_paediatric_surgery,9,26
TR21 0,171_paediatric_surgery,25,3
TR4 8,171_paediatric_surgery,16,1
TR7 1,171_paediatric_surgery,3,30
TR16 5,180_accident_and_emergency,7,24
TR8 4,180_accident_and_emergency,17,23
PL33 9,190_anaesthetics,13,22
TR10 9,190_anaesthetics,28,30
TR17 0,190_anaesthetics,20,9
TR12 6,145_oral_and_maxillofacial_surgery_service,6,22
TR13 8,145_oral_and_maxillofacial_surgery_service,22,10
TR5 0,180_accident_and_emergency,8,17
PL14 5,190_anaesthetics,4,5
PL30 3,170_cardiothoracic_surgery,25,29
PL31 2,170_cardiothoracic_surgery,3,8
TR25 0,190_anaesthetics,13,25
TR26 1,190_anaesthetics,0,16
TR7 2,190_anaesthetics,1,26
PL13 1,191_pain_management,19,14
PL23 1,170_cardiothoracic_surgery,26,18
PL25 3,170_cardiothoracic_surgery,26,16
TR14 8,145_oral_and_maxillofacial_surgery_service,10,23
TR14 9,145_oral_and_maxillofacial_surgery_service,20,30
TR1 3,170_cardiothoracic_surgery,21,1
TR10 8,170_cardiothoracic_surgery,11,10
PL13 2,191_pain_management,1,1
PL26 7,191_pain_management,5,12
TR15 2,145_oral_and_maxillofacial_surgery_service,3,9
TR16 4,145_oral_and_maxillofacial_surgery_service,19,25
TR1 3,190_anaesthetics,3,12
TR11 4,190_anaesthetics,2,29
PL30 4,170_cardiothoracic_surgery,27,30
PL31 1,170_cardiothoracic_surgery,15,10
TR4 8,145_oral_and_maxillofacial_surgery_service,3,3
PL24 2,170_cardiothoracic_surgery,18,4
TR1 3,191_pain_management,13,26
TR10 8,191_pain_management,18,16
PL22 0,190_anaesthetics,21,5
PL24 2,190_anaesthetics,22,4
PL26 6,190_anaesthetics,28,7
PL28 8,190_anaesthetics,14,0
TR17 0,170_cardiothoracic_surgery,17,0
TR18 3,170_cardiothoracic_surgery,1,6
TR10 9,191_pain_management,13,12
TR13 8,191_pain_management,7,14
TR10 9,170_cardiothoracic_surgery,26,28
TR13 8,170_cardiothoracic_surgery,30,8
TR2 4,170_cardiothoracic_surgery,20,28
TR7 1,170_cardiothoracic_surgery,20,20
TR18 2,190_anaesthetics,23,21
TR18 3,190_anaesthetics,3,25
TR14 8,191_pain_management,6,10
TR15 2,191_pain_management,1,8
TR12 7,190_anaesthetics,25,22
TR14 0,190_anaesthetics,23,13
PL26 8,170_cardiothoracic_surgery,8,16
TR13 9,170_cardiothoracic_surgery,9,18
TR2 5,191_pain_management,20,30
TR26 1,191_pain_management,27,2
TR14 8,170_cardiothoracic_surgery,24,5
TR15 2,170_cardiothoracic_surgery,5,12
TR18 4,190_anaesthetics,21,22
TR2 4,190_anaesthetics,27,0
TR6 0,191_pain_management,9,3
TR13 8,192_critical_care_medicine,0,1
TR14 8,192_critical_care_medicine,18,4
PL24 2,211_paediatric_urology,15,5
TR23 0,190_anaesthetics,27,7
TR6 0,190_anaesthetics,13,26
TR14 0,170_cardiothoracic_surgery,6,13
TR14 7,170_cardiothoracic_surgery,22,2
TR26 1,170_cardiothoracic_surgery,10,2
TR5 0,170_cardiothoracic_surgery,5,2
PL32 9,211_paediatric_urology,19,12
TR12 7,211_paediatric_urology,13,0
PL14 5,191_pain_management,30,28
PL24 2,191_pain_management,5,0
TR2 5,170_cardiothoracic_surgery,3,22
TR27 6,170_cardiothoracic_surgery,21,21
TR8 4,211_paediatric_urology,7,23
PL25 5,251_paediatric_gastroenterology,24,30
TR4 8,170_cardiothoracic_surgery,7,21
TR6 0,170_cardiothoracic_surgery,6,2
PL24 2,171_paediatric_surgery,9,0
PL28 8,171_paediatric_surgery,24,7
TR14 7,190_anaesthetics,29,9
TR19 6,190_anaesthetics,23,6
PL15 8,171_paediatric_surgery,18,10
PL27 7,171_paediatric_surgery,19,17
TR20 8,190_anaesthetics,25,14
TR20 9,190_anaesthetics,16,20
TR26 3,190_anaesthetics,10,30
TR3 6,190_anaesthetics,16,30
PL31 2,251_paediatric_gastroenterology,30,6
TR1 2,251_paediatric_gastroenterology,3,1
PL12 4,191_pain_management,9,22
PL15 7,191_pain_management,9,14
PL30 3,171_paediatric_surgery,5,11
PL31 1,171_paediatric_surgery,11,6
TR1 3,171_paediatric_surgery,26,8
TR14 8,171_paediatric_surgery,22,25
PL28 8,191_pain_management,23,3
PL30 5,191_pain_management,19,9
PL15 8,191_pain_management,21,9
PL26 8,191_pain_management,5,29
PL32 9,191_pain_management,5,1
PL34 0,191_pain_management,8,24
PL31 1,191_pain_management,20,10
TR11 2,191_pain_management,9,0
TR13 9,251_paediatric_gastroenterology,0,7
TR16 4,251_paediatric_gastroenterology,22,24
TR14 9,171_paediatric_surgery,10,5
TR11 2,180_accident_and_emergency,0,20
TR11 4,191_pain_management,26,7
TR17 0,191_pain_management,15,5
TR14 7,180_accident_and_emergency,29,13
TR3 6,180_accident_and_emergency,30,13
TR18 5,251_paediatric_gastroenterology,30,8
TR26 2,251_paediatric_gastroenterology,9,10
TR19 7,191_pain_management,20,15
TR8 4,191_pain_management,2,17
PL31 2,171_paediatric_surgery,9,26
PL35 0,171_paediatric_surgery,5,16
TR27 6,251_paediatric_gastroenterology,18,1
TR4 8,251_paediatric_gastroenterology,10,27
TR18 3,191_pain_management,21,5
TR18 4,191_pain_management,15,4
PL17 8,190_anaesthetics,5,18
PL26 7,190_anaesthetics,15,15
TR12 7,171_paediatric_surgery,17,0
TR16 5,171_paediatric_surgery,11,4
PL27 7,190_anaesthetics,29,30
TR15 3,190_anaesthetics,3,12
PL33 9,171_paediatric_surgery,13,28
TR13 8,171_paediatric_surgery,28,0
PL28 8,192_critical_care_medicine,16,3
TR18 2,192_critical_care_medicine,4,8
TR19 7,171_paediatric_surgery,19,25
TR26 2,171_paediatric_surgery,24,19
TR2 4,191_pain_management,24,29
TR20 8,191_pain_management,16,1
TR7 1,251_paediatric_gastroenterology,10,30
PL15 7,252_paediatric_endocrinology,12,28
TR20 9,191_pain_management,17,1
TR26 3,191_pain_management,18,8
PL15 8,252_paediatric_endocrinology,9,7
PL22 0,252_paediatric_endocrinology,22,1
TR27 5,191_pain_management,12,7
TR7 2,191_pain_management,5,16
TR15 2,171_paediatric_surgery,19,10
TR17 0,171_paediatric_surgery,2,23
TR16 6,211_paediatric_urology,19,5
TR17 0,211_paediatric_urology,16,25
PL24 2,192_critical_care_medicine,20,1
TR12 7,192_critical_care_medicine,23,3
PL25 3,252_paediatric_endocrinology,4,26
PL26 6,252_paediatric_endocrinology,22,30
TR16 6,190_anaesthetics,0,22
TR27 4,190_anaesthetics,23,24
TR27 6,171_paediatric_surgery,21,26
TR3 7,171_paediatric_surgery,3,25
PL27 6,252_paediatric_endocrinology,13,16
TR11 4,252_paediatric_endocrinology,9,23
TR26 2,211_paediatric_urology,29,1
TR4 9,211_paediatric_urology,28,25
TR6 0,171_paediatric_surgery,10,3
TR8 4,171_paediatric_surgery,1,9
TR18 2,252_paediatric_endocrinology,17,5
TR18 4,252_paediatric_endocrinology,21,22
TR19 6,252_paediatric_endocrinology,13,2
TR2 4,252_paediatric_endocrinology,5,3
TR19 7,192_critical_care_medicine,2,24
TR3 7,192_critical_care_medicine,24,15
TR8 4,192_critical_care_medicine,15,11
PL28 8,211_paediatric_urology,15,6
TR1 3,211_paediatric_urology,25,29
TR11 5,211_paediatric_urology,6,9
PL25 3,180_accident_and_emergency,12,17
TR18 3,180_accident_and_emergency,16,23
TR13 0,211_paediatric_urology,20,3
TR16 5,211_paediatric_urology,12,8
TR2 4,180_accident_and_emergency,25,20
EX23 0,190_anaesthetics,16,18
TR27 4,252_paediatric_endocrinology,20,29
TR4 9,252_paediatric_endocrinology,1,12
TR4 9,171_paediatric_surgery,18,27
PL26 8,180_accident_and_emergency,2,28
TR7 3,211_paediatric_urology,1,13
TR14 7,251_paediatric_gastroenterology,11,1
PL14 3,190_anaesthetics,11,28
PL14 4,190_anaesthetics,14,30
TR1 1,180_accident_and_emergency,23,22
TR13 9,180_accident_and_emergency,23,17
TR7 3,252_paediatric_endocrinology,2,17
TR9 6,252_paediatric_endocrinology,26,23
TR4 9,190_anaesthetics,4,24
TR5 0,190_anaesthetics,7,29
TR14 0,180_accident_and_emergency,21,22
TR27 4,180_accident_and_emergency,16,22
PL26 8,253_paediatric_clinical_haematology,25,16
TR1 2,253_paediatric_clinical_haematology,26,29
PL14 6,190_anaesthetics,6,22
PL31 2,190_anaesthetics,30,29
PL35 0,190_anaesthetics,26,15
TR1 2,190_anaesthetics,6,8
TR11 5,190_anaesthetics,16,21
TR13 0,190_anaesthetics,1,17
TR8 5,190_anaesthetics,30,12
PL14 4,191_pain_management,30,24
PL18 9,190_anaesthetics,30,20
PL25 5,190_anaesthetics,5,28
PL25 4,251_paediatric_gastroenterology,2,6
PL30 4,251_paediatric_gastroenterology,15,27
TR16 5,190_anaesthetics,1,24
TR26 2,190_anaesthetics,27,22
TR13 9,253_paediatric_clinical_haematology,27,29
TR15 1,253_paediatric_clinical_haematology,15,9
TR11 5,251_paediatric_gastroenterology,27,17
TR16 5,251_paediatric_gastroenterology,12,22
PL14 6,191_pain_management,2,7
PL23 1,191_pain_management,21,29
PL26 8,190_anaesthetics,27,29
TR1 1,190_anaesthetics,28,5
TR27 6,190_anaesthetics,28,11
TR7 3,190_anaesthetics,14,25
TR16 4,253_paediatric_clinical_haematology,13,15
EX23 0,254_paediatric_audiological_medicine,3,8
PL25 3,191_pain_management,26,17
TR15 1,191_pain_management,10,6
TR1 9,190_anaesthetics,2,28
